index,loss,accuracy,val_loss,val_accuracy
0,2.4147286415100098,0.2849338948726654,49.93903350830078,0.7303340435028076
1,0.9352719783782959,0.7021850347518921,22.934064865112305,0.9003232717514038
2,0.4460001289844513,0.8599945902824402,135.42481994628906,0.7448814511299133
3,0.28573837876319885,0.9101024866104126,259.5982971191406,0.6608297228813171
4,0.1971985250711441,0.9399784207344055,253.29039001464844,0.6376616358757019
5,0.16630102694034576,0.9498246312141418,459.9297790527344,0.5385237336158752
6,0.12674501538276672,0.9632452130317688,801.8820190429688,0.40625
7,0.12616665661334991,0.9620313048362732,505.943115234375,0.5293642282485962
8,0.0975014939904213,0.9725519418716431,871.679443359375,0.4353448152542114
9,0.09983061254024506,0.9737658500671387,884.0703735351562,0.4601293206214905
